,sentence,prediction,targets,confidence
1592,Our asset management activities are conducted by regulated entities* which adhere to high standards of governance,0,0,0.6295255054352532
1593,"Further information about the nature of our business can be found here * Financial Conduct Authority in the UK, Monetary Authority of Singapore, Commission de Surveillance du Secteur Financier in Luxembourg, the Securities and Futures Commission in Hong Kong, the Japan Financial Services Agency and the Australian Securities and Investments Commission Our approach and commitment We strive to be an engaged, influential and active corporate citizen in the business of tomorrow",0,0,0.6346306070438689
1594,"These include policies on anti-bribery and corruption, whistle blowing, health and safety and employment policies and procedures in relation to equal opportunities/diversity, recruitment, health and safety and employee behavior",0,0,0.5628431589331881
1595,"We shall continue to review the current policies, procedures and training initiatives for our business in order to ensure that they fully reflect our commitment in relation to modern slavery",0,0,0.5771675464143519
1596,"Supply chain Financial/professional services suppliers The Group engages with numerous suppliers in relation to its day to day operations, including financial and professional services organisations (such as banks, lawyers and accountants)",0,0,0.5953112169372922
1597,A supplier approval procedure is in place to ensure that such suppliers are taken on in line with policy and we expect all of our suppliers to act in an ethical manner with integrity in relation to human rights issues,0,0,0.5592555829624456
1598,"Office services suppliers In the UK, the Group currently sub-lets its main office space from another lessee and has no direct supply chain in relation to facilities, office and cleaning services for such principal office space",1,1,0.5367926534198781
1599,"All property managers are required to register with our monitoring system where they are asked to provide information on their compliance with various laws and regulations, including answering questions directly related to modern slavery and human trafficking",0,0,0.5802897563817294
1600,"Where we find evidence of modern slavery occurring within our supply chain, we will require the supplier to implement appropriate actions or otherwise seek to terminate our relationship with the relevant supplier",0,0,0.5478141565159961
1601,"Risk As a global business, we are committed to ensuring an appropriate risk-based strategy to investment management, including consideration of the risk of modern slavery and human rights offences",0,0,0.6083750085310345
1602,There is a recruitment process in place to ensure the process is as fair and equitable as possible and not discriminatory,0,0,0.577288841083843
1603,All potential employees are subject to rigorous employment checks to ensure their suitability for the position and that they are authorised to work in the jurisdiction within which they will be employed,0,0,0.6519779632208027
1604,Salary benchmarking is undertaken in order to ensure individuals pay adequately reflects the work being undertaken,0,0,0.5947812558277674
1605,"OUR BUSINESS AND ORGANISATION'S STRUCTURE PHP is a FTSE 250 listed Real Estate Investment Trust which specialises in the ownership of modern purpose-built healthcare facilities, the majority of which are leased to the NHS in the UK and HSE in Ireland",0,0,0.5801066521104731
1606,"OUR BUSINESS AND ORGANISATION'S STRUCTURE PHP is a FTSE 250 listed Real Estate Investment Trust which specialises in the ownership of modern purpose-built healthcare facilities, the majority of which are leased to the NHS in the UK and HSE in Ireland",0,0,0.5801066521104731
1607,The Groups portfolio consists of over 500 properties across the UK and Ireland and is valued at 2.8 billion,0,0,0.5673350079949208
1608,In 2023 PHP had 58 direct permanent employees in the UK,0,0,0.6165125708738074
1609,"The business operations consist of finance and office functions, property and facilities management, asset management and investment and development",0,0,0.6180665298057646
1610,All staff are professionally qualified (predominantly surveyors and accountants / finance professionals),0,0,0.6891736715339344
1611,"At the start of 2023 PHP acquired Axis Technical Services Limited (Axis) based in Cork, Republic of Ireland",0,0,0.6218248670913138
1612,Axis provides property and facilities management services across Ireland and is responsible for managing PHPs portfolio of healthcare buildings in Ireland,0,0,0.6184286330330458
1613,Axis employs 28 staff across support and technical building maintenance and management roles,0,0,0.5909387236651882
1614,Our business is predominately within the UK and accordingly our direct geographic risk of slavery and human trafficking is considered to be low,0,0,0.5466130038333501
1615,Our business is predominately within the UK and accordingly our direct geographic risk of slavery and human trafficking is considered to be low,0,0,0.5466130038333501
1616,"OUR SUPPLY CHAIN The Group has approximately 1,200 suppliers that support our property and asset management, development and corporate activities",0,0,0.6250348847678617
1617,Our construction and property maintenance supply chain is where we believe the main risks of slavery and human trafficking may arise and in particular where lower skilled trades may be used and where certain materials or products may be sourced from outside of the European Union (EU),1,0,0.5095901880790947
1618,Our construction and property maintenance supply chain is where we believe the main risks of slavery and human trafficking may arise and in particular where lower skilled trades may be used and where certain materials or products may be sourced from outside of the European Union (EU),1,0,0.5095901880790947
